Year,Optimal_biomass,Treatment,SLR_100,dzdt mm/yr,Standing Bio g/m2,Fractional Ind Time,Susp Org Input mm cm-2 y-1,Depth rel to MHW,Cquest   g C m-2 y-1,totBGB (kg/m2),MSL (cm NAVD) 10 ,SLR mm/y,marshE cm NAVD,Marsh E rel MSL (cm),pedonD,Inorg mm yr-1,Tot Live BG BIO kg/m2,Org Vol Fraction,top level root vol mm/cm2,Root Mort kg m-2 y-1,Sum Org Vol cm3, Sum Mineral (cm3) ,Cum Change Org Vol mm/cm2,Cum Change Min Vol mm/cm2,delta (mm) Marsh Elevation
1,0,None,60 cm 100 y-1,0.81,0,0.22,0,32.89,0,76,4.69,3.48,47.88,43.2,94.86,2.36,0,0.94,0,0,88.8,6.01,0,0.8,4.1
2,0,None,60 cm 100 y-1,0.82,0,0.22,0,33.15,0,76,5.04,3.53,47.96,42.93,94.94,0.82,0,0.94,0,0,88.8,6.09,0,1.6,4.2
3,0,None,60 cm 100 y-1,0.84,0,0.22,0,33.43,0,76,5.39,3.58,48.05,42.66,95.02,0.84,0,0.93,0,0,88.8,6.18,0,2.5,4.2
4,0,None,60 cm 100 y-1,0.85,0,0.22,0,33.71,0,76,5.75,3.64,48.13,42.38,95.11,0.85,0,0.93,0,0,88.8,6.26,0,3.3,4.3
5,0,None,60 cm 100 y-1,0.87,0,0.22,0,33.99,0,76,6.12,3.69,48.22,42.1,95.2,0.87,0,0.93,0,0,88.8,6.35,0,4.2,4.4
6,0,None,60 cm 100 y-1,0.88,0,0.23,0,34.27,0,76,6.49,3.74,48.31,41.82,95.28,0.88,0,0.93,0,0,88.8,6.44,0,5.1,4.5
7,0,None,60 cm 100 y-1,0.9,0,0.23,0,34.56,0,76,6.87,3.79,48.4,41.53,95.37,0.9,0,0.93,0,0,88.8,6.53,0,6,4.6
8,0,None,60 cm 100 y-1,0.91,0,0.23,0,34.85,0,76,7.25,3.85,48.49,41.24,95.46,0.91,0,0.93,0,0,88.8,6.62,0,6.9,4.7
9,0,None,60 cm 100 y-1,0.93,0,0.23,0,35.15,0,76,7.64,3.9,48.58,40.94,95.56,0.93,0,0.93,0,0,88.8,6.71,0,7.8,4.8
10,0,None,60 cm 100 y-1,0.94,0,0.23,0,35.45,0,76,8.03,3.95,48.67,40.65,95.65,0.94,0,0.93,0,0,88.8,6.8,0,8.7,4.9
11,0,None,60 cm 100 y-1,0.96,0,0.24,0,35.75,0,76,8.43,4,48.77,40.34,95.75,0.96,0,0.93,0,0,88.8,6.9,0,9.7,5
12,0,None,60 cm 100 y-1,0.97,0,0.24,0,36.06,0,76,8.83,4.06,48.87,40.04,95.84,0.97,0,0.93,0,0,88.8,7,0,10.7,5.1
13,0,None,60 cm 100 y-1,0.99,0,0.24,0,36.37,0,76,9.24,4.11,48.97,39.73,95.94,0.99,0,0.93,0,0,88.8,7.1,0,11.7,5.2
14,0,None,60 cm 100 y-1,1.01,0,0.24,0,36.68,0,76,9.65,4.16,49.07,39.42,96.04,1.01,0,0.93,0,0,88.8,7.2,0,12.7,5.3
15,0,None,60 cm 100 y-1,1.03,0,0.24,0,37,0,76,10.07,4.21,49.17,39.1,96.15,1.03,0,0.92,0,0,88.8,7.3,0,13.7,5.4
16,0,None,60 cm 100 y-1,1.04,0,0.25,0,37.32,0,76,10.49,4.27,49.27,38.78,96.25,1.04,0,0.92,0,0,88.8,7.4,0,14.7,5.5
17,0,None,60 cm 100 y-1,1.06,0,0.25,0,37.65,0,76,10.92,4.32,49.38,38.46,96.36,1.06,0,0.92,0,0,88.8,7.51,0,15.8,5.6
18,0,None,60 cm 100 y-1,1.08,0,0.25,0,37.98,0,76,11.36,4.37,49.49,38.13,96.47,1.08,0,0.92,0,0,88.8,7.62,0,16.9,5.7
19,0,None,60 cm 100 y-1,1.1,0,0.25,0,38.31,0,76,11.8,4.42,49.6,37.8,96.58,1.1,0,0.92,0,0,88.8,7.73,0,18,5.8
20,0,None,60 cm 100 y-1,1.12,0,0.25,0,38.64,0,76,12.24,4.48,49.71,37.47,96.69,1.12,0,0.92,0,0,88.8,7.84,0,19.1,5.9
21,0,None,60 cm 100 y-1,1.14,0,0.26,0,38.98,0,76,12.69,4.53,49.82,37.13,96.8,1.14,0,0.92,0,0,88.8,7.95,0,20.2,6
22,0,None,60 cm 100 y-1,1.16,0,0.26,0,39.32,0,76,13.15,4.58,49.94,36.79,96.92,1.16,0,0.92,0,0,88.8,8.07,0,21.4,6.1
23,0,None,60 cm 100 y-1,1.18,0,0.26,0,39.67,0,76,13.61,4.63,50.06,36.45,97.04,1.18,0,0.92,0,0,88.8,8.19,0,22.6,6.3
24,0,None,60 cm 100 y-1,1.2,0,0.26,0,40.02,0,76,14.08,4.69,50.18,36.1,97.16,1.2,0,0.91,0,0,88.8,8.31,0,23.8,6.4
25,0,None,60 cm 100 y-1,1.22,0,0.27,0,40.37,0,76,14.55,4.74,50.3,35.75,97.28,1.22,0,0.91,0,0,88.8,8.43,0,25,6.5
26,0,None,60 cm 100 y-1,1.24,0,0.27,0,40.72,0,76,15.02,4.79,50.42,35.4,97.4,1.24,0,0.91,0,0,88.8,8.55,0,26.2,6.6
27,0,None,60 cm 100 y-1,1.26,0,0.27,0,41.08,0,76,15.51,4.84,50.55,35.05,97.53,1.26,0,0.91,0,0,88.8,8.68,0,27.5,6.8
28,0,None,60 cm 100 y-1,1.29,0,0.27,0,41.44,0,76,15.99,4.9,50.68,34.69,97.66,1.29,0,0.91,0,0,88.8,8.81,0,28.8,6.9
29,0,None,60 cm 100 y-1,1.31,0,0.28,0,41.8,0,76,16.48,4.95,50.81,34.33,97.79,1.31,0,0.91,0,0,88.8,8.94,0,30.1,7
30,0,None,60 cm 100 y-1,1.33,0,0.28,0,42.17,0,76,16.98,5,50.94,33.96,97.92,1.33,0,0.91,0,0,88.8,9.07,0,31.4,7.1
31,0,None,60 cm 100 y-1,1.36,0,0.28,0,42.54,0,76,17.49,5.05,51.08,33.59,98.06,1.36,0,0.91,0,0,88.8,9.21,0,32.8,7.3
32,0,None,60 cm 100 y-1,1.38,0,0.28,0,42.91,0,76,17.99,5.11,51.22,33.22,98.19,1.38,0,0.9,0,0,88.8,9.35,0,34.2,7.4
33,0,None,60 cm 100 y-1,1.4,0,0.28,0,43.29,0,76,18.51,5.16,51.36,32.85,98.34,1.4,0,0.9,0,0,88.8,9.49,0,35.6,7.6
34,0,None,60 cm 100 y-1,1.43,0,0.29,0,43.67,0,76,19.03,5.21,51.5,32.48,98.48,1.43,0,0.9,0,0,88.8,9.63,0,37,7.7
35,0,None,60 cm 100 y-1,1.45,0,0.29,0,44.05,0,76,19.55,5.26,51.65,32.1,98.62,1.45,0,0.9,0,0,88.8,9.78,0,38.5,7.9
36,0,None,60 cm 100 y-1,1.48,0,0.29,0,44.43,0,76,20.08,5.32,51.79,31.72,98.77,1.48,0,0.9,0,0,88.8,9.92,0,39.9,8
37,0,None,60 cm 100 y-1,1.51,0,0.29,0,44.82,0,76,20.61,5.37,51.95,31.33,98.92,1.51,0,0.9,0,0,88.8,10.07,0,41.5,8.2
38,0,None,60 cm 100 y-1,1.53,0,0.3,0,45.21,0,76,21.15,5.42,52.1,30.95,99.08,1.53,0,0.9,0,0,88.8,10.23,0,43,8.3
39,0,None,60 cm 100 y-1,1.56,0,0.3,0,45.6,0,76,21.7,5.47,52.25,30.56,99.23,1.56,0,0.9,0,0,88.8,10.38,0,44.5,8.5
40,0,None,60 cm 100 y-1,1.59,0,0.3,0,45.99,0,76,22.25,5.53,52.41,30.17,99.39,1.59,0,0.89,0,0,88.8,10.54,0,46.1,8.6
41,0,None,60 cm 100 y-1,1.61,0,0.31,0,46.39,0,76,22.8,5.58,52.57,29.77,99.55,1.61,0,0.89,0,0,88.8,10.7,0,47.7,8.8
42,0,None,60 cm 100 y-1,1.64,0,0.31,0,46.79,0,76,23.36,5.63,52.74,29.37,99.72,1.64,0,0.89,0,0,88.8,10.87,0,49.4,8.9
43,0,None,60 cm 100 y-1,1.67,0,0.31,0,47.19,0,76,23.93,5.68,52.9,28.98,99.88,1.67,0,0.89,0,0,88.8,11.03,0,51,9.1
44,0,None,60 cm 100 y-1,1.7,0,0.31,0,47.6,0,76,24.5,5.74,53.07,28.57,100.05,1.7,0,0.89,0,0,88.8,11.2,0,52.7,9.3
45,0,None,60 cm 100 y-1,1.73,0,0.32,0,48,0,76,25.08,5.79,53.25,28.17,100.22,1.73,0,0.89,0,0,88.8,11.38,0,54.5,9.5
46,0,None,60 cm 100 y-1,1.76,0,0.32,0,48.41,0,76,25.66,5.84,53.42,27.76,100.4,1.76,0,0.88,0,0,88.8,11.55,0,56.2,9.6
47,0,None,60 cm 100 y-1,1.79,0,0.32,0,48.82,0,76,26.24,5.89,53.6,27.36,100.58,1.79,0,0.88,0,0,88.8,11.73,0,58,9.8
48,0,None,60 cm 100 y-1,1.82,0,0.32,0,49.24,0,76,26.84,5.95,53.78,26.95,100.76,1.82,0,0.88,0,0,88.8,11.91,0,59.8,10
49,0,None,60 cm 100 y-1,1.85,0,0.33,0,49.65,0,76,27.43,6,53.97,26.53,100.95,1.85,0,0.88,0,0,88.8,12.1,0,61.7,10.2
50,0,None,60 cm 100 y-1,1.88,0,0.33,0,50.07,0,76,28.04,6.05,54.16,26.12,101.13,1.88,0,0.88,0,0,88.8,12.29,0,63.6,10.4
51,0,None,60 cm 100 y-1,1.91,0,0.33,0,50.49,0,76,28.64,6.11,54.35,25.7,101.32,1.91,0,0.88,0,0,88.8,12.48,0,65.5,10.6
52,0,None,60 cm 100 y-1,1.94,0,0.33,0,50.91,0,76,29.26,6.16,54.54,25.28,101.52,1.94,0,0.88,0,0,88.8,12.67,0,67.4,10.7
53,0,None,60 cm 100 y-1,1.97,0,0.34,0,51.34,0,76,29.88,6.21,54.74,24.86,101.72,1.97,0,0.87,0,0,88.8,12.87,0,69.4,10.9
54,0,None,60 cm 100 y-1,2.01,0,0.34,0,51.76,0,76,30.5,6.26,54.94,24.44,101.92,2.01,0,0.87,0,0,88.8,13.07,0,71.4,11.1
55,0,None,60 cm 100 y-1,2.04,0,0.34,0,52.19,0,76,31.13,6.32,55.14,24.01,102.12,2.04,0,0.87,0,0,88.8,13.27,0,73.4,11.3
56,0,None,60 cm 100 y-1,2.08,0,0.35,0,52.62,0,76,31.76,6.37,55.35,23.59,102.33,2.08,0,0.87,0,0,88.8,13.48,0,75.5,11.6
57,0,None,60 cm 100 y-1,2.11,0,0.35,0,53.05,0,76,32.4,6.42,55.56,23.16,102.54,2.11,0,0.87,0,0,88.8,13.69,0,77.6,11.8
58,0,None,60 cm 100 y-1,2.14,0,0.35,0,53.49,0,76,33.05,6.47,55.78,22.73,102.75,2.14,0,0.86,0,0,88.8,13.91,0,79.8,12
59,0,None,60 cm 100 y-1,2.18,0,0.35,0,53.92,0,76,33.7,6.53,55.99,22.3,102.97,2.18,0,0.86,0,0,88.8,14.12,0,81.9,12.2
60,0,None,60 cm 100 y-1,2.21,0,0.36,0,54.36,0,76,34.35,6.58,56.22,21.86,103.19,2.21,0,0.86,0,0,88.8,14.35,0,84.2,12.4
61,0,None,60 cm 100 y-1,2.23,0,0.36,0,54.8,0,76,35.01,6.63,56.44,21.43,103.42,2.23,0,0.86,0,0,88.8,14.57,0,86.4,12.6
62,0,None,60 cm 100 y-1,2.25,0,0.36,0,55.24,0,76,35.68,6.68,56.66,20.98,103.64,2.25,0,0.86,0,0,88.8,14.79,0,88.6,12.9
63,0,None,60 cm 100 y-1,2.27,0,0.37,0,55.69,0,76,36.35,6.74,56.89,20.54,103.87,2.27,0,0.86,0,0,88.8,15.02,0,90.9,13.1
64,0,None,60 cm 100 y-1,2.28,0,0.37,0,56.14,0,76,37.03,6.79,57.12,20.09,104.1,2.28,0,0.85,0,0,88.8,15.25,0,93.2,13.3
65,0,None,60 cm 100 y-1,2.3,0,0.37,0,56.59,0,76,37.71,6.84,57.35,19.64,104.33,2.3,0,0.85,0,0,88.8,15.48,0,95.5,13.6
66,0,None,60 cm 100 y-1,2.32,0,0.38,0,57.05,0,76,38.39,6.89,57.58,19.19,104.56,2.32,0,0.85,0,0,88.8,15.71,0,97.8,13.8
67,0,None,60 cm 100 y-1,2.34,0,0.38,0,57.5,0,76,39.09,6.95,57.81,18.73,104.79,2.34,0,0.85,0,0,88.8,15.94,0,100.1,14
68,0,None,60 cm 100 y-1,2.36,0,0.38,0,57.97,0,76,39.78,7,58.05,18.27,105.03,2.36,0,0.85,0,0,88.8,16.18,0,102.5,14.2
69,0,None,60 cm 100 y-1,2.38,0,0.38,0,58.43,0,76,40.48,7.05,58.29,17.8,105.26,2.38,0,0.84,0,0,88.8,16.42,0,104.9,14.5
70,0,None,60 cm 100 y-1,2.4,0,0.39,0,58.9,0,76,41.19,7.1,58.53,17.33,105.5,2.4,0,0.84,0,0,88.8,16.66,0,107.3,14.7
71,0,None,60 cm 100 y-1,2.42,0,0.39,0,59.38,0,76,41.91,7.16,58.77,16.86,105.75,2.42,0,0.84,0,0,88.8,16.9,0,109.7,15
72,0,None,60 cm 100 y-1,2.44,0,0.39,0,59.85,0,76,42.62,7.21,59.01,16.39,105.99,2.44,0,0.84,0,0,88.8,17.14,0,112.1,15.2
73,0,None,60 cm 100 y-1,2.45,0,0.4,0,60.33,0,76,43.35,7.26,59.26,15.91,106.24,2.45,0,0.84,0,0,88.8,17.39,0,114.6,15.5
74,0,None,60 cm 100 y-1,2.47,0,0.4,0,60.82,0,76,44.08,7.31,59.51,15.43,106.48,2.47,0,0.83,0,0,88.8,17.64,0,117.1,15.7
75,0,None,60 cm 100 y-1,2.49,0,0.4,0,61.3,0,76,44.81,7.37,59.75,14.95,106.73,2.49,0,0.83,0,0,88.8,17.88,0,119.5,16
76,0,None,60 cm 100 y-1,2.51,0,0.41,0,61.79,0,76,45.55,7.42,60.01,14.46,106.98,2.51,0,0.83,0,0,88.8,18.14,0,122.1,16.2
77,0,None,60 cm 100 y-1,2.53,0,0.41,0,62.29,0,76,46.29,7.47,60.26,13.97,107.24,2.53,0,0.83,0,0,88.8,18.39,0,124.6,16.5
78,0,None,60 cm 100 y-1,2.55,0,0.41,0,62.78,0,76,47.04,7.52,60.52,13.47,107.49,2.55,0,0.83,0,0,88.8,18.64,0,127.2,16.7
79,0,None,60 cm 100 y-1,2.57,0,0.42,0,63.28,0,76,47.8,7.58,60.77,12.97,107.75,2.57,0,0.82,0,0,88.8,18.9,0,129.7,17
80,0,None,60 cm 100 y-1,2.6,0,0.42,0,63.79,0,76,48.56,7.63,61.03,12.47,108.01,2.6,0,0.82,0,0,88.8,19.16,0,132.3,17.2
81,0,None,60 cm 100 y-1,2.62,0,0.42,0,64.29,0,76,49.32,7.68,61.29,11.97,108.27,2.62,0,0.82,0,0,88.8,19.42,0,134.9,17.5
82,0,None,60 cm 100 y-1,2.64,0,0.43,0,64.8,0,76,50.09,7.73,61.56,11.46,108.53,2.64,0,0.82,0,0,88.8,19.69,0,137.6,17.8
83,0,None,60 cm 100 y-1,2.66,0,0.43,0,65.31,0,76,50.87,7.79,61.82,10.95,108.8,2.66,0,0.82,0,0,88.8,19.95,0,140.2,18
84,0,None,60 cm 100 y-1,2.68,0,0.43,0,65.83,0,76,51.65,7.84,62.09,10.44,109.07,2.68,0,0.81,0,0,88.8,20.22,0,142.9,18.3
85,0,None,60 cm 100 y-1,2.7,0,0.44,0,66.35,0,76,52.44,7.89,62.36,9.92,109.34,2.7,0,0.81,0,0,88.8,20.49,0,145.6,18.6
86,0,None,60 cm 100 y-1,2.72,0,0.44,0,66.87,0,76,53.23,7.94,62.63,9.4,109.61,2.72,0,0.81,0,0,88.8,20.76,0,148.3,18.8
87,0,None,60 cm 100 y-1,2.74,0,0.44,0,67.39,0,76,54.03,8,62.91,8.88,109.88,2.74,0,0.81,0,0,88.8,21.04,0,151.1,19.1
88,0,None,60 cm 100 y-1,2.76,0,0.45,0,67.92,0,76,54.83,8.05,63.18,8.35,110.16,2.76,0,0.81,0,0,88.8,21.31,0,153.8,19.4
89,0,None,60 cm 100 y-1,2.78,0,0.45,0,68.45,0,76,55.64,8.1,63.46,7.83,110.44,2.78,0,0.8,0,0,88.8,21.59,0,156.6,19.7
90,0,None,60 cm 100 y-1,2.81,0,0.45,0,68.99,0,76,56.45,8.15,63.74,7.29,110.72,2.81,0,0.8,0,0,88.8,21.87,0,159.4,19.9
91,0,None,60 cm 100 y-1,2.83,0,0.46,0,69.52,0,76,57.27,8.21,64.03,6.76,111,2.83,0,0.8,0,0,88.8,22.15,0,162.3,20.2
92,0,None,60 cm 100 y-1,2.85,0,0.46,0,70.07,0,76,58.09,8.26,64.31,6.22,111.29,2.85,0,0.8,0,0,88.8,22.44,0,165.1,20.5
93,0,None,60 cm 100 y-1,2.87,0,0.46,0,70.61,0,76,58.92,8.31,64.6,5.68,111.57,2.87,0,0.8,0,0,88.8,22.73,0,168,20.8
94,0,None,60 cm 100 y-1,2.89,0,0.47,0,71.15,0,76,59.75,8.36,64.89,5.13,111.86,2.89,0,0.79,0,0,88.8,23.02,0,170.9,21.1
95,0,None,60 cm 100 y-1,2.92,0,0.47,0,71.7,0,76,60.59,8.42,65.18,4.59,112.16,2.92,0,0.79,0,0,88.8,23.31,0,173.8,21.4
96,0,None,60 cm 100 y-1,2.94,0,0.48,0,72.26,0,76,61.44,8.47,65.47,4.04,112.45,2.94,0,0.79,0,0,88.8,23.6,0,176.7,21.7
97,0,None,60 cm 100 y-1,2.96,0,0.48,0,72.81,0,76,62.29,8.52,65.77,3.48,112.75,2.96,0,0.79,0,0,88.8,23.9,0,179.7,22
98,0,None,60 cm 100 y-1,2.98,0,0.48,0,73.37,0,76,63.14,8.57,66.07,2.93,113.04,2.98,0,0.79,0,0,88.8,24.2,0,182.7,22.3
99,0,None,60 cm 100 y-1,3.01,0,0.49,0,73.93,0,76,64,8.63,66.37,2.37,113.35,3.01,0,0.78,0,0,88.8,24.5,0,185.7,22.6
100,0,None,60 cm 100 y-1,3.03,0,0.49,0,74.5,0,76,64.87,8.68,66.67,1.81,113.65,3.03,0,0.78,0,0,88.8,24.8,0,188.7,22.9
1,0,None,122 cm 100 y-1,0.81,0,0.22,0,32.9,0,76,4.7,3.67,47.88,43.18,94.86,2.36,0,0.94,0,0,88.8,6.01,0,0.8,4.1
2,0,None,122 cm 100 y-1,0.83,0,0.22,0,33.19,0,76,5.07,3.84,47.96,42.89,94.94,0.83,0,0.94,0,0,88.8,6.09,0,1.6,4.2
3,0,None,122 cm 100 y-1,0.84,0,0.22,0,33.5,0,76,5.47,4.02,48.05,42.58,95.02,0.84,0,0.93,0,0,88.8,6.18,0,2.5,4.2
4,0,None,122 cm 100 y-1,0.86,0,0.22,0,33.83,0,76,5.88,4.2,48.13,42.26,95.11,0.86,0,0.93,0,0,88.8,6.26,0,3.3,4.3
5,0,None,122 cm 100 y-1,0.88,0,0.22,0,34.17,0,76,6.31,4.38,48.22,41.91,95.2,0.88,0,0.93,0,0,88.8,6.35,0,4.2,4.4
6,0,None,122 cm 100 y-1,0.89,0,0.23,0,34.53,0,76,6.75,4.56,48.31,41.56,95.29,0.89,0,0.93,0,0,88.8,6.44,0,5.1,4.5
7,0,None,122 cm 100 y-1,0.91,0,0.23,0,34.91,0,76,7.22,4.73,48.4,41.18,95.38,0.91,0,0.93,0,0,88.8,6.53,0,6,4.6
8,0,None,122 cm 100 y-1,0.93,0,0.23,0,35.3,0,76,7.7,4.91,48.5,40.8,95.47,0.93,0,0.93,0,0,88.8,6.62,0,7,4.7
9,0,None,122 cm 100 y-1,0.96,0,0.23,0,35.7,0,76,8.2,5.09,48.59,40.39,95.57,0.96,0,0.93,0,0,88.8,6.72,0,7.9,4.8
10,0,None,122 cm 100 y-1,0.98,0,0.24,0,36.13,0,76,8.72,5.27,48.69,39.97,95.67,0.98,0,0.93,0,0,88.8,6.82,0,8.9,4.9
11,0,None,122 cm 100 y-1,1,0,0.24,0,36.56,0,76,9.25,5.44,48.79,39.54,95.77,1,0,0.93,0,0,88.8,6.92,0,9.9,5
12,0,None,122 cm 100 y-1,1.03,0,0.24,0,37.02,0,76,9.81,5.62,48.89,39.08,95.87,1.03,0,0.93,0,0,88.8,7.02,0,10.9,5.1
13,0,None,122 cm 100 y-1,1.05,0,0.25,0,37.49,0,76,10.38,5.8,49,38.62,95.97,1.05,0,0.93,0,0,88.8,7.13,0,12,5.2
14,0,None,122 cm 100 y-1,1.08,0,0.25,0,37.97,0,76,10.97,5.98,49.1,38.14,96.08,1.08,0,0.92,0,0,88.8,7.23,0,13,5.3
15,0,None,122 cm 100 y-1,1.11,0,0.25,0,38.47,0,76,11.57,6.16,49.22,37.64,96.19,1.11,0,0.92,0,0,88.8,7.35,0,14.2,5.4
16,0,None,122 cm 100 y-1,1.14,0,0.26,0,38.98,0,76,12.2,6.33,49.33,37.13,96.31,1.14,0,0.92,0,0,88.8,7.46,0,15.3,5.5
17,0,None,122 cm 100 y-1,1.17,0,0.26,0,39.51,0,76,12.84,6.51,49.45,36.61,96.42,1.17,0,0.92,0,0,88.8,7.58,0,16.5,5.7
18,0,None,122 cm 100 y-1,1.2,0,0.26,0,40.05,0,76,13.5,6.69,49.57,36.07,96.54,1.2,0,0.92,0,0,88.8,7.7,0,17.7,5.8
19,0,None,122 cm 100 y-1,1.24,0,0.27,0,40.61,0,76,14.18,6.87,49.69,35.51,96.67,1.24,0,0.92,0,0,88.8,7.82,0,18.9,5.9
20,0,None,122 cm 100 y-1,1.27,0,0.27,0,41.18,0,76,14.87,7.04,49.82,34.94,96.79,1.27,0,0.92,0,0,88.8,7.95,0,20.2,6
21,0,None,122 cm 100 y-1,1.31,0,0.27,0,41.77,0,76,15.59,7.22,49.95,34.36,96.93,1.31,0,0.92,0,0,88.8,8.08,0,21.5,6.2
22,0,None,122 cm 100 y-1,1.35,0,0.28,0,42.37,0,76,16.32,7.4,50.08,33.76,97.06,1.35,0,0.92,0,0,88.8,8.21,0,22.8,6.3
23,0,None,122 cm 100 y-1,1.38,0,0.28,0,42.98,0,76,17.07,7.58,50.22,33.15,97.2,1.38,0,0.91,0,0,88.8,8.35,0,24.2,6.4
24,0,None,122 cm 100 y-1,1.43,0,0.29,0,43.61,0,76,17.83,7.76,50.36,32.53,97.34,1.43,0,0.91,0,0,88.8,8.49,0,25.6,6.6
25,0,None,122 cm 100 y-1,1.47,0,0.29,0,44.25,0,76,18.62,7.93,50.51,31.89,97.49,1.47,0,0.91,0,0,88.8,8.64,0,27.1,6.7
26,0,None,122 cm 100 y-1,1.51,0,0.3,0,44.91,0,76,19.42,8.11,50.66,31.24,97.64,1.51,0,0.91,0,0,88.8,8.79,0,28.6,6.9
27,0,None,122 cm 100 y-1,1.56,0,0.3,0,45.58,0,76,20.24,8.29,50.82,30.58,97.79,1.56,0,0.91,0,0,88.8,8.95,0,30.2,7
28,0,None,122 cm 100 y-1,1.6,0,0.3,0,46.26,0,76,21.08,8.47,50.98,29.9,97.95,1.6,0,0.91,0,0,88.8,9.11,0,31.8,7.2
29,0,None,122 cm 100 y-1,1.65,0,0.31,0,46.96,0,76,21.93,8.64,51.14,29.21,98.12,1.65,0,0.91,0,0,88.8,9.27,0,33.4,7.3
30,0,None,122 cm 100 y-1,1.7,0,0.31,0,47.66,0,76,22.81,8.82,51.31,28.51,98.29,1.7,0,0.9,0,0,88.8,9.44,0,35.1,7.5
31,0,None,122 cm 100 y-1,1.75,0,0.32,0,48.38,0,76,23.7,9,51.49,27.79,98.47,1.75,0,0.9,0,0,88.8,9.62,0,36.9,7.7
32,0,None,122 cm 100 y-1,1.81,0,0.32,0,49.12,0,76,24.61,9.18,51.67,27.06,98.65,1.81,0,0.9,0,0,88.8,9.8,0,38.7,7.9
33,0,None,122 cm 100 y-1,1.86,0,0.33,0,49.86,0,76,25.53,9.36,51.86,26.32,98.83,1.86,0,0.9,0,0,88.8,9.99,0,40.6,8.1
34,0,None,122 cm 100 y-1,1.92,0,0.33,0,50.62,0,76,26.48,9.53,52.05,25.57,99.02,1.92,0,0.9,0,0,88.8,10.18,0,42.5,8.2
35,0,None,122 cm 100 y-1,1.98,0,0.34,0,51.39,0,76,27.44,9.71,52.25,24.81,99.22,1.98,0,0.9,0,0,88.8,10.38,0,44.5,8.5
36,0,None,122 cm 100 y-1,2.04,0,0.34,0,52.17,0,76,28.42,9.89,52.45,24.03,99.43,2.04,0,0.89,0,0,88.8,10.58,0,46.5,8.7
37,0,None,122 cm 100 y-1,2.1,0,0.35,0,52.97,0,76,29.42,10.07,52.66,23.24,99.64,2.1,0,0.89,0,0,88.8,10.79,0,48.6,8.9
38,0,None,122 cm 100 y-1,2.17,0,0.35,0,53.77,0,76,30.43,10.24,52.88,22.44,99.85,2.17,0,0.89,0,0,88.8,11.01,0,50.8,9.1
39,0,None,122 cm 100 y-1,2.22,0,0.36,0,54.59,0,76,31.47,10.42,53.1,21.63,100.08,2.22,0,0.89,0,0,88.8,11.23,0,53,9.3
40,0,None,122 cm 100 y-1,2.25,0,0.36,0,55.42,0,76,32.52,10.6,53.32,20.81,100.3,2.25,0,0.89,0,0,88.8,11.45,0,55.2,9.5
41,0,None,122 cm 100 y-1,2.29,0,0.37,0,56.26,0,76,33.59,10.78,53.55,19.97,100.53,2.29,0,0.88,0,0,88.8,11.68,0,57.5,9.8
42,0,None,122 cm 100 y-1,2.32,0,0.38,0,57.12,0,76,34.67,10.96,53.79,19.11,100.76,2.32,0,0.88,0,0,88.8,11.92,0,59.9,10
43,0,None,122 cm 100 y-1,2.36,0,0.38,0,57.99,0,76,35.78,11.13,54.02,18.24,101,2.36,0,0.88,0,0,88.8,12.15,0,62.2,10.2
44,0,None,122 cm 100 y-1,2.4,0,0.39,0,58.88,0,76,36.9,11.31,54.26,17.36,101.24,2.4,0,0.88,0,0,88.8,12.39,0,64.6,10.5
45,0,None,122 cm 100 y-1,2.43,0,0.39,0,59.78,0,76,38.04,11.49,54.5,16.46,101.48,2.43,0,0.88,0,0,88.8,12.63,0,67,10.7
46,0,None,122 cm 100 y-1,2.47,0,0.4,0,60.69,0,76,39.2,11.67,54.75,15.55,101.73,2.47,0,0.87,0,0,88.8,12.88,0,69.5,11
47,0,None,122 cm 100 y-1,2.51,0,0.41,0,61.62,0,76,40.37,11.84,55,14.63,101.98,2.51,0,0.87,0,0,88.8,13.13,0,72,11.2
48,0,None,122 cm 100 y-1,2.55,0,0.41,0,62.56,0,76,41.57,12.02,55.26,13.69,102.23,2.55,0,0.87,0,0,88.8,13.39,0,74.6,11.5
49,0,None,122 cm 100 y-1,2.58,0,0.42,0,63.52,0,76,42.78,12.2,55.51,12.74,102.49,2.58,0,0.87,0,0,88.8,13.64,0,77.1,11.7
50,0,None,122 cm 100 y-1,2.62,0,0.42,0,64.49,0,76,44.01,12.38,55.78,11.77,102.75,2.62,0,0.86,0,0,88.8,13.91,0,79.8,12
51,0,None,122 cm 100 y-1,2.66,0,0.43,0,65.48,0,76,45.25,12.56,56.04,10.79,103.02,2.66,0,0.86,0,0,88.8,14.17,0,82.4,12.2
52,0,None,122 cm 100 y-1,2.7,0,0.44,0,66.47,0,76,46.52,12.73,56.31,9.8,103.29,2.7,0,0.86,0,0,88.8,14.44,0,85.1,12.5
53,0,None,122 cm 100 y-1,2.75,0,0.44,0,67.49,0,76,47.8,12.91,56.59,8.79,103.57,2.75,0,0.86,0,0,88.8,14.72,0,87.9,12.8
54,0,None,122 cm 100 y-1,2.79,0,0.45,0,68.51,0,76,49.1,13.09,56.87,7.77,103.84,2.79,0,0.86,0,0,88.8,15,0,90.7,13.1
55,0,None,122 cm 100 y-1,2.83,0,0.46,0,69.55,0,76,50.42,13.27,57.15,6.73,104.13,2.83,0,0.85,0,0,88.8,15.28,0,93.5,13.4
